# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		590473		63729		45773
1		574912		127448		46614
2		541985		191155		46797
3		483088		254830		46925
4		424514		318473		47050
5		373375		382082		47085
6		333995		445656		47122
7		303340		509197		47149
8		278768		572743		47250
9		263328		636265		47185
10		249257		699734		47143
11		238420		763221		47175
12		229702		826719		47107
13		222729		890192		47169
14		216586		953705		47289
15		211684		1017195		47293
16		207678		1080673		47342
17		204862		1144154		47254
18		202803		1207654		47447
19		201825		1271161		47351
20		198460		1334662		47379
21		197653		1398145		47295
22		196178		1461621		47295
23		195118		1525101		47387
24		193099		1588606		47388
25		192314		1652099		47411
26		191669		1715585		47523
27		190208		1779102		47460
28		189307		1842595		47311
29		188854		1906084		47425
30		187845		1969542		47399
31		186572		2033052		47416
32		185706		2096547		47451
33		185901		2160033		47505
34		184949		2223529		47532
35		183763		2287008		47486
36		182915		2350474		47548
37		181484		2413954		47551
38		180166		2477440		47626
39		179629		2540895		47655
40		178808		2604354		47626
41		177599		2667833		47627
42		176184		2731300		47596
43		175447		2794766		47619
44		174890		2858265		47569
45		174337		2921754		47597
46		173581		2985228		47556
47		173038		3048701		47516
48		172905		3112201		47491
49		172407		3175708		47602
50		171571		3239174		47556
51		170789		3302677		47535
52		169805		3366139		47570
53		168341		3429622		47560
54		168478		3493124		47593
55		167589		3556590		47622
56		166832		3620073		47601
57		166474		3683536		47596
58		165944		3747025		47558
59		165563		3810479		47596
60		165373		3873949		47589
61		164734		3937459		47675
62		165691		4000961		47631
63		165070		4064423		47623
64		165149		4127889		47650
65		164653		4191355		47664
66		163872		4254837		47694
67		162711		4318306		47613
68		163265		4381775		47559
69		163019		4445256		47594
70		163389		4508747		47617
71		163513		4572208		47550
72		163080		4635683		47670
73		163226		4699178		47554
74		163190		4762642		47559
75		163024		4826092		47651
76		162754		4889550		47677
77		162657		4953003		47740
78		162058		5016494		47749
79		162545		5079952		47668
80		161707		5143419		47718
81		161262		5206881		47762
82		161343		5270365		47672
83		161297		5333800		47752
84		161093		5397233		47678
85		161373		5460713		47729
86		162143		5524186		47692
87		161131		5587664		47704
88		161092		5651137		47722
89		161019		5714596		47684
90		160728		5778061		47631
91		160941		5841500		47653
92		161034		5904981		47536
93		161187		5968443		47616
94		160707		6031899		47616
95		160314		6095361		47601
96		160601		6158813		47629
97		160164		6222249		47656
98		160411		6285719		47693
99		160037		6349188		47613
100		160042		6412679		47578
101		159522		6476146		47617
102		159269		6539605		47605
103		159333		6603081		47600
104		159205		6666543		47652
105		158982		6729995		47621
106		158836		6793454		47667
107		158477		6856926		47684
108		158517		6920381		47671
109		157789		6983855		47680
110		156799		7047318		47625
111		155396		7110778		47632
112		154818		7174211		47627
113		154391		7237677		47627
114		154453		7301165		47611
115		153922		7364626		47669
116		154049		7428088		47639
117		154318		7491558		47672
118		153635		7555042		47649
119		153846		7618486		47777
120		153911		7681969		47723
121		153976		7745432		47691
122		153535		7808911		47740
123		153889		7872346		47707
124		153536		7935823		47673
125		152916		7999285		47716
126		153178		8062733		47709
127		152751		8126207		47798
128		152292		8189668		47678
129		152738		8253127		47726
130		153121		8316578		47692
131		152770		8380048		47760
132		152961		8443517		47700
133		152757		8506964		47748
134		152459		8570390		47717
135		152093		8633863		47770
136		152192		8697285		47730
137		151864		8760704		47749
138		152197		8824138		47690
139		152116		8887571		47743
140		151820		8950997		47756
141		151489		9014414		47742
142		151422		9077856		47745
143		150785		9141289		47833
144		150191		9204724		47769
145		150469		9268162		47756
146		150371		9331616		47693
147		150187		9395041		47676
148		150395		9458493		47654
149		150643		9521932		47707
150		151081		9585396		47639
151		150892		9648812		47652
152		151337		9712244		47636
153		151353		9775704		47685
154		150946		9839135		47688
155		150831		9902594		47707
156		150540		9966007		47681
157		150442		10029448		47595
158		150905		10092910		47621
159		150645		10156347		47613
160		150098		10219784		47613
161		150066		10283249		47673
162		149998		10346694		47697
163		150283		10410147		47688
164		149634		10473552		47641
165		149309		10536968		47703
166		149426		10600422		47689
167		149681		10663869		47710
168		149312		10727302		47680
169		148988		10790763		47697
170		148727		10854189		47690
171		148377		10917627		47626
172		148340		10981077		47632
173		148495		11044496		47679
174		148996		11107909		47708
175		148783		11171319		47728
176		148272		11234757		47747
177		148713		11298168		47723
178		148662		11361605		47717
179		148503		11425000		47813
180		148031		11488427		47756
181		147811		11551861		47759
182		147896		11615324		47771
183		147588		11678772		47764
184		147423		11742184		47707
185		147119		11805580		47826
186		147161		11869010		47733
187		147132		11932421		47734
188		146718		11995819		47730
189		146602		12059290		47699
190		146600		12122702		47711
191		146526		12186138		47636
192		146418		12249547		47679
193		146276		12312905		47660
194		146081		12376333		47656
195		145689		12439766		47687
196		145640		12503154		47706
197		145687		12566599		47661
198		145608		12629993		47659
199		145622		12693381		47664
200		145938		12756762		47633
201		146258		12820189		47666
202		146362		12883582		47636
203		145924		12947011		47691
204		145714		13010442		47694
205		145542		13073848		47734
206		145416		13137256		47703
207		145142		13200663		47658
208		145379		13264065		47646
209		145262		13327464		47688
210		145241		13390880		47649
211		145156		13454302		47690
212		144994		13517732		47666
213		145284		13581132		47681
214		144914		13644577		47668
215		144756		13707999		47687
216		144825		13771390		47683
217		144734		13834828		47692
218		144606		13898221		47692
219		144627		13961642		47686
220		144866		14025033		47717
221		144789		14088450		47707
222		144565		14151846		47710
223		144417		14215262		47734
224		144333		14278669		47681
225		144033		14342081		47663
226		143941		14405476		47684
227		143758		14468893		47660
228		143598		14532313		47726
229		143524		14595709		47746
230		143515		14659136		47749
231		143412		14722542		47766
232		143454		14785987		47778
233		143589		14849371		47767
234		143171		14912757		47723
235		143113		14976132		47775
236		143178		15039536		47752
237		143075		15102951		47748
238		143116		15166355		47787
