# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		10492		0		0
1		10492		0		0
2		10492		0		0
3		10492		0		0
4		10492		0		0
5		10492		0		0
6		10492		0		0
7		10492		0		0
8		10492		0		0
9		10492		0		0
10		10492		0		0
11		10492		0		0
12		10492		0		0
13		10492		0		0
14		10492		0		0
15		10492		0		0
16		10492		0		0
17		10492		0		0
18		10492		0		0
19		10492		0		0
20		10492		0		0
21		10492		0		0
22		10492		0		0
23		10492		0		0
24		10492		0		0
25		10492		0		0
26		10492		0		0
27		10492		0		0
28		10492		0		0
29		10492		0		0
30		10492		0		0
31		10492		0		0
32		10492		0		0
33		10492		0		0
34		10492		0		0
35		10492		0		0
36		10492		0		0
37		10492		0		0
38		10492		0		0
39		10492		0		0
40		10492		0		0
41		10492		0		0
42		10492		0		0
43		10492		0		0
44		10492		0		0
45		10492		0		0
46		10492		0		0
47		10492		0		0
48		10492		0		0
49		10492		0		0
50		10492		0		0
51		10492		0		0
52		10492		0		0
53		10492		0		0
54		10492		0		0
55		10492		0		0
56		10492		0		0
57		10492		0		0
58		10492		0		0
59		10492		0		0
60		10492		0		0
61		10492		0		0
62		10492		0		0
63		10492		0		0
64		10492		0		0
65		10492		0		0
66		10492		0		0
67		10492		0		0
68		10492		0		0
69		10492		0		0
70		10492		0		0
71		10492		0		0
72		10492		0		0
73		10492		0		0
74		10492		0		0
75		10492		0		0
76		10492		0		0
77		10492		0		0
78		10492		0		0
79		10492		0		0
80		10492		0		0
81		10492		0		0
82		10492		0		0
83		10492		0		0
84		10492		0		0
85		10492		0		0
86		10492		0		0
87		10492		0		0
88		10492		0		0
89		10492		0		0
90		10492		0		0
91		10492		0		0
92		10492		0		0
93		10492		0		0
94		10492		0		0
95		10492		0		0
96		10492		0		0
97		10492		0		0
98		10492		0		0
99		10492		0		0
100		10492		0		0
101		10492		0		0
102		10492		0		0
103		10492		0		0
104		10492		0		0
105		10492		0		0
106		10492		0		0
107		10492		0		0
108		10492		0		0
109		10492		0		0
110		10492		0		0
111		10492		0		0
112		10492		0		0
113		10492		0		0
114		10492		0		0
115		10492		0		0
116		10492		0		0
117		10492		0		0
118		10492		0		0
119		10492		0		0
120		10492		0		0
121		10492		0		0
122		10492		0		0
123		10492		0		0
124		10492		0		0
125		10492		0		0
126		10492		0		0
127		10492		0		0
128		10492		0		0
129		10492		0		0
130		10492		0		0
131		10492		0		0
132		10492		0		0
133		10492		0		0
134		10492		0		0
135		10492		0		0
136		10492		0		0
137		10492		0		0
138		10492		0		0
139		10492		0		0
140		10492		0		0
141		10492		0		0
142		10492		0		0
143		10492		0		0
144		10492		0		0
145		10492		0		0
146		10492		0		0
147		10492		0		0
148		10492		0		0
149		10492		0		0
150		10492		0		0
151		10492		0		0
152		10492		0		0
153		10492		0		0
154		10492		0		0
155		10492		0		0
156		10492		0		0
157		10492		0		0
158		10492		0		0
159		10492		0		0
160		10492		0		0
161		10492		0		0
162		10492		0		0
163		10492		0		0
164		10492		0		0
165		10492		0		0
166		10492		0		0
167		10492		0		0
168		10492		0		0
169		10492		0		0
170		10492		0		0
171		10492		0		0
172		10492		0		0
173		10492		0		0
174		10492		0		0
175		10492		0		0
176		10492		0		0
177		10492		0		0
178		10492		0		0
179		10492		0		0
180		10492		0		0
181		10492		0		0
182		10492		0		0
183		10492		0		0
184		10492		0		0
185		10492		0		0
186		10492		0		0
187		10492		0		0
188		10492		0		0
189		10492		0		0
190		10492		0		0
191		10492		0		0
192		10492		0		0
193		10492		0		0
194		10492		0		0
195		10492		0		0
